mt20Id,url,title,genre_hint,genre_norm,is_musical,공연기간,공연장소,공연시간,관람연령,티켓가격,출연진,창작자,제작진,주최·주관,기획·제작,최종수정
PF171382,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171382,알라딘과 자스민공주 [군포],뮤지컬,뮤지컬,True,2021.04.10(토) ~ 2021.04.11(일),군포문화예술회관 철쭉홀,"토요일(11:00,14:00,16:00) / 일요일(11:00,13:30,15:30)",24개월 이상,"전석 44,000원","김다솔, 서가영, 심시원, 홍관홍, 김민정, 구윤희, 고승미 등",,"이광열, 김효석, 조재은 등",해당정보 없음,극단 예일(제작),2021.08.20
PF171389,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171389,방귀대장 [부산],뮤지컬,뮤지컬,True,2021.02.17(수) ~ 2021.02.18(목),해바라기소극장 [부산],수요일 ~ 목요일(13:00),24개월 이상,"전석 25,000원",해당정보 없음,,해당정보 없음,극단 바라(주최),극단 바라(기획),2021.08.12
PF171390,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171390,렛잇고2 [용인],뮤지컬,뮤지컬,True,2021.04.17(토) ~ 2021.04.17(토),용인시평생학습관 (여성회관) 큰어울마당,"토요일(11:00,14:00,16:00)",24개월 이상,"R석 44,000원 / S석 33,000원","김다솔, 서가영, 심시원, 홍관홍, 김민정, 고승미, 구윤희 등",,"이광열, 김효석, 조재은 등",극단 예일(주최·주관),해당정보 없음,2021.08.12
PF171391,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171391,겨울왕국: 겨울이야기 [계양],뮤지컬,뮤지컬,True,2021.04.10(토) ~ 2021.04.10(토),계양문화회관 대공연장,"토요일(11:30,14:00,16:00)",전체 관람가,"전석 35,000원",해당정보 없음,,해당정보 없음,에이치엠컴퍼니(주최·주관),해당정보 없음,2021.08.04
PF171396,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171396,라푼젤 [진장],뮤지컬,뮤지컬,True,2021.01.09(토) ~ 2021.02.27(토),레미어린이극장 [울산진장],토요일 ~ 일요일(14:00),전체 관람가,"전석 12,000원",해당정보 없음,,해당정보 없음,해당정보 없음,해당정보 없음,2021.03.02
PF171401,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171401,피터팬 [예산],뮤지컬,뮤지컬,True,2021.03.13(토) ~ 2021.03.13(토),충남도청 문예회관,"토요일(12:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,km기획(주관) / 극단 국민(주최),해당정보 없음,2021.02.19
PF171409,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171409,헬렌 앤 미 [안산],뮤지컬,뮤지컬,True,2021.02.26(금) ~ 2021.02.27(토),안산문화예술의전당 달맞이극장,"금요일(16:00,20:00) / 토요일(14:30,18:30)",만 7세 이상,"전석 45,000원","송영미, 하미미, 김세중, 조흠, 유도겸, 김민강, 오혜리 등",,"최현미, 박기태, 백승환 등",해당정보 없음,극단 걸판(기획·제작) / 지피뮤지컬(기획·제작),2021.07.29
PF171429,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171429,말괄량이 길들이기,뮤지컬,뮤지컬,True,2021.02.18(목) ~ 2021.02.21(일),링크아트센터드림 드림 1관,"목요일 ~ 금요일(11:00,14:00,17:00) / 토요일 ~ 일요일(11:00,14:00,17:00)",48개월 이상,"전석 20,000원",해당정보 없음,,해당정보 없음,(주) 이엠씨에듀테인먼트(EMC Edutainment)(주최) / 극단 서울(주관),해당정보 없음,2021.02.09
PF171430,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171430,라푼젤 [부산],뮤지컬,뮤지컬,True,2021.04.03(토) ~ 2021.04.03(토),부산북구문화예술회관 (구.북구문화빙상센터) 공연장,"토요일(11:30,14:00,16:00)",전체 관람가,"전석 35,000원",해당정보 없음,,해당정보 없음,에이치엠컴퍼니(주최·주관),해당정보 없음,2021.08.09
PF171439,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171439,뮤지컬 갈라 The Best,뮤지컬,뮤지컬,True,2021.03.12(금) ~ 2021.03.12(금),노원문화예술회관 대공연장,금요일(19:30),만 7세 이상,"R석 50,000원 / A석 30,000원","정영주, 김소현",,해당정보 없음,(재)노원문화재단(노원문화예술회관)(주최·주관),해당정보 없음,2022.09.27
PF171440,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171440,더 픽션,뮤지컬,뮤지컬,True,2021.02.27(토) ~ 2021.06.13(일),NOL 서경스퀘어(구. 서경대학교 공연예술센터) 스콘1관,"화요일(20:00) / 수요일(16:00,20:00) / 목요일 ~ 금요일(20:00) / 토요일 ~ 일요일(14:00,18:00) / 공휴일(14:00,18:00) / * 3/1(월) 오후 2시,6시 / 3/2(화) 공연없음 / 5/5(수) 오후 2시 6시 / 5/19(수) 오후 2시, 6시",만 13세 이상,"R석 66,000원 / S석 44,000원","정동화, 주민진, 박규원, 유승현, 박정원, 황민수, 박건 등",,"한승원, 김종석, 윤상원 등",(주)에이치제이컬쳐(HJ컬쳐)(주최),(주)에이치제이컬쳐(HJ컬쳐)(제작),2021.08.09
PF171441,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171441,박정희 [대구],뮤지컬,뮤지컬,True,2021.03.25(목) ~ 2021.03.28(일),수성아트피아 대극장 (대공연장),"목요일 ~ 금요일(14:00,19:00) / 토요일 ~ 일요일(14:00,19:00)",만 7세 이상,"VIP석 200,000원 / R석 150,000원 / S석 100,000원 / A석 70,000원","정도원, 김효선, 정홍섭, 고용준, 천성, 양동혁, 함태영 등",,"정다미, 장산하, 정재헌 등",(주)뮤지컬컴퍼니에이(주관) / 가로세로연구소(주최),해당정보 없음,2021.04.02
PF171442,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171442,쓰릴 미,뮤지컬,뮤지컬,True,2021.03.16(화) ~ 2021.06.06(일),예스24 스테이지(구. DCF대명문화공장) 2관,"화요일 ~ 금요일(20:00) / 토요일 ~ 일요일(15:00,18:00)",만 15세 이상,"R석 66,000원 / S석 44,000원","김현진, 배나라, 이주순, 김우석, 노윤, 이석준, 김동빈 등",,"스티븐 돌기노프, 이대웅, 이한밀 등",달컴퍼니(주관),(주)아떼오드 서울사무소(제작) / (주)엠피앤컴퍼니(제작),2023.07.10
PF171445,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171445,신데렐라 [서산],뮤지컬,뮤지컬,True,2021.03.20(토) ~ 2021.03.20(토),서산시문화회관 대공연장,"토요일(12:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,극단 해미소(주최) / 진엔터컴(주관),해당정보 없음,2021.08.19
PF171446,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171446,아기돼지 삼형제 [서산],뮤지컬,뮤지컬,True,2021.03.06(토) ~ 2021.03.06(토),서산시문화회관 대공연장,"토요일(12:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,J엔터컴(주최·주관) / 극단 해미소(주관) / 성수소극장(주최),해당정보 없음,2021.08.19
PF171451,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171451,겨울왕국: 겨울이야기 [양산],뮤지컬,뮤지컬,True,2021.04.17(토) ~ 2021.04.17(토),양산문화예술회관 대공연장,"토요일(11:30,14:00,16:00)",전체 관람가,"전석 35,000원",해당정보 없음,,해당정보 없음,오로라극단(주최·주관),해당정보 없음,2021.03.02
PF171452,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171452,대구시민주간 기념공연: 시간여행 1919 순례의 비밀일기 [대구],뮤지컬,뮤지컬,True,2021.02.26(금) ~ 2021.02.26(금),달서아트센터 (구. 웃는얼굴아트센터) 와룡홀,금요일(19:30),만 7세 이상,전석무료,해당정보 없음,,"이지영, 김지영, 임강훈","(재)달서문화재단 (웃는얼굴아트센터, 달서아트센터)(주최)","(재)달서문화재단 (웃는얼굴아트센터, 달서아트센터)(기획)",2021.03.02
PF171458,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171458,비타민,뮤지컬,뮤지컬,True,2021.02.23(화) ~ 2021.02.23(화),열린극장,화요일(19:30),전체 관람가,"전석 30,000원","백수현, 이지영, 강나리, 박주현, 이문세, 윤효원, 이동규 등",,김승균,컨슈머타임스(Consumertimes)(주최) / 티에스컴퍼니(주관),해당정보 없음,2021.07.21
PF171481,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171481,써니텐,뮤지컬,뮤지컬,True,2021.02.26(금) ~ 2022.01.09(일),하마씨어터(구. 가든씨어터),"월요일(19:30) / 화요일(20:00) / 목요일(19:30) / 금요일(20:00) / 토요일 ~ 일요일(15:00) / 3/1 (월) - 오후 5시 공연 / 3/20(토) - 전관 / ［5월 공연시간］ / 월,목 : 오후 7시 30분 / 수,금 : 오후 8시 / 토 : 오후 3시 / 일 : 오후 3시 (화요일 휴무) / 〈5월 변동 스케줄〉 5/5 3시공연 , 5/19 3시공연 / <7월 공연시간> / 월, 목 : 오후 7:30 / 수, 금 : 오후 8시 / 토요일 : 오후 3시, 5시 30분 / 일요일 : 오후 3시 / [11월] / 월, 목 7:30 / 화, 금 8시 / 주말(토,일) 3시 / 매주 수요일 휴무 / 11/26~27 공연없음 / [12월] / 월, 목 오후 7시 30분 / 화, 금 오후 8시 / 토 오후 3시, 5시 30분 / 일 오후 3시 / 매주 수요일 휴무 / 12.18 3시 / 12.24 3시, 6시 / 12.25 1:30, 3:30, 5:30 / 12.31 6시 / 1.1 3시 공연",만 10세 이상,"전석 55,000원","임성목, 정현희, 신광희, 이동화, 이승리, 윤석배",,해당정보 없음,하마컴퍼니(주최),하마컴퍼니(기획·제작),2022.04.04
PF171495,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171495,"신비아파트 시즌4, 비명동산의 초대장 [인천]",뮤지컬,뮤지컬,True,2021.03.27(토) ~ 2021.03.28(일),인천문화예술회관 대공연장,"토요일 ~ 일요일(11:00,14:00,16:30)",24개월 이상,"R석 60,000원 / S석 40,000원",해당정보 없음,,"김영욱, 김철현, 윤성민 등",(주) 컬쳐홀릭(주최) / (주)CJ ENM(주관) / (주)창라이프(주최) / DS뮤지컬컴퍼니(주관) / 동그라미 그리기(주최),해당정보 없음,2021.08.19
PF171507,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171507,겨울왕국: 겨울이야기 [익산],뮤지컬,뮤지컬,True,2021.03.21(일) ~ 2021.03.21(일),솜리문화예술회관 중공연장,"일요일(11:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,km기획(주관) / 극단 해미소(주최),해당정보 없음,2021.03.22
PF171513,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171513,유린타운,뮤지컬,뮤지컬,True,2021.02.27(토) ~ 2021.02.27(토),윈씨어터(구. 대학로갈갈이홀),"토요일(14:00,18:30)",전체 관람가,"전석 20,000원","송현아, 정예솔, 성해인, 천사랑, 유승현, 이수정, 박지호 등",,"조영민, 김수현, 정민혁 등",해당정보 없음,뮤지컬컴퍼니끼쟁이(제작),2021.03.02
PF171529,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171529,박정희 [부산],뮤지컬,뮤지컬,True,2021.02.27(토) ~ 2021.03.01(월),소향씨어터 우리은행홀 (구. 신한카드홀),"토요일 ~ 일요일(14:00,19:00)",만 7세 이상,"VIP석 200,000원 / R석 150,000원 / S석 100,000원 / A석 70,000원","정도원, 김효선, 정홍섭, 고용준, 천성, 양동혁, 함태영 등",,"정다미, 장산하, 정재헌 등",(주)뮤지컬컴퍼니에이(주관) / 가로세로연구소(주최),해당정보 없음,2021.03.02
PF171568,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171568,알라딘과 요술램프 [대전],뮤지컬,뮤지컬,True,2021.02.20(토) ~ 2021.04.25(일),조이마루아트홀,"토요일 ~ 일요일(12:00,14:00,16:00) / 3월1일 공연있음",전체 관람가,"전석 12,000원","김에린, 이준목, 이경헌, 이화용, 정다운",,"이준목, 김예린, 신수진",극단 오즈 [부산](주최),해당정보 없음,2021.08.20
PF171589,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171589,아이위시,뮤지컬,뮤지컬,True,2021.03.16(화) ~ 2021.05.23(일),NOL 서경스퀘어(구. 서경대학교 공연예술센터) 스콘2관,"화요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(14:00,18:00)",만 13세 이상,"R석 66,000원 / S석 44,000원","박영수, 강찬, 박은석, 김도현, 최현선, 이지숙, 임찬민 등",,"정인석, 이석준, 오인하 등",(주)아이엠컬처(주최),(주)아이엠컬처(제작),2023.07.10
PF171598,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171598,빈센트 반 고흐 [군포],뮤지컬,뮤지컬,True,2021.03.11(목) ~ 2021.03.13(토),군포문화예술회관 철쭉홀,"목요일 ~ 금요일(20:00) / 토요일(15:00,19:00)",만 7세 이상,"전석 40,000원","조형균, 이준혁, 박유덕, 황민수",,해당정보 없음,(재) 군포문화재단(군포문화예술회관)(주최) / (주)에이치제이컬쳐(HJ컬쳐)(주관),해당정보 없음,2021.07.21
PF171605,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171605,아카시아 꽃잎은 떨어지고 [인천],뮤지컬,뮤지컬,True,2021.02.20(토) ~ 2021.02.20(토),인천학생교육문화회관 싸리재홀(대공연장),"토요일(14:00,18:00)",만 7세 이상,전석무료,해당정보 없음,,"함형식, 김정숙",인천학생교육문화회관(주최·주관),해당정보 없음,2021.08.20
PF171644,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171644,팬텀,뮤지컬,뮤지컬,True,2021.03.17(수) ~ 2021.06.27(일),샤롯데씨어터,"화요일(19:00) / 수요일(15:00,20:00) / 목요일(19:00) / 금요일(15:00,20:00) / 토요일(14:00,19:00) / 일요일(15:00)",만 7세 이상,"VIP석 150,000원 / R석 130,000원 / S석 100,000원 / A석 70,000원","박은태, 카이, 전동석, 규현, 김소현, 임선혜, 이지혜 등",,"엄홍현, 권은아, 박천휘 등",(주)EMK뮤지컬컴퍼니(주최) / (주)카카오(주최) / SBS(주최),(주)EMK뮤지컬컴퍼니(제작) / 롯데엔터테인먼트(제작),2023.07.10
PF171662,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171662,개구리 왕자,뮤지컬,뮤지컬,True,2021.03.09(화) ~ 2021.03.31(수),북촌아트홀,토요일(11:30),24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,두부기획(극단 목동)(주최),두부기획(극단 목동)(기획),2021.03.12
PF171685,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171685,도서관에 간 사자,뮤지컬,뮤지컬,True,2021.02.27(토) ~ 2021.03.31(수),소극장 창덕궁,토요일(12:00),36개월 이상,"전석 25,000원",해당정보 없음,,해당정보 없음,극단 아름다운세상(주최·주관),해당정보 없음,2022.03.17
PF171706,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171706,팬레터 [전주],뮤지컬,뮤지컬,True,2021.03.19(금) ~ 2021.03.20(토),전북대학교 삼성문화회관 대공연장,"금요일(19:30) / 토요일(14:00,19:00)",만 13세 이상,"VIP석 88,000원 / R석 77,000원 / S석 60,000원 / A석 50,000원","김재범, 이규형, 문성일, 김히어라, 김수연, 박정표, 양승리 등",,"강병원, 김태형, 한재은 등",전주문화방송(전주MBC)(주최·주관),해당정보 없음,2021.02.19
PF171710,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171710,팬레터 [성남],뮤지컬,뮤지컬,True,2021.03.26(금) ~ 2021.03.28(일),성남아트센터 오페라하우스,"금요일(20:00) / 토요일(15:00,19:00) / 일요일(14:00)",만 13세 이상,"VIP석 88,000원 / R석 77,000원 / S석 60,000원 / A석 50,000원","김재범, 김종구, 이규형, 백형훈, 문성일, 소정화, 김수연 등",,"강병원, 김태형, 한재은 등",(주)창라이프(주최·주관),라이브(주)(제작),2021.07.23
PF171720,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171720,말하는 원숭이,뮤지컬,뮤지컬,True,2021.03.20(토) ~ 2021.03.21(일),구리아트홀 유채꽃소극장,"토요일(11:00,14:00) / 일요일(11:00)",36개월 이상,"전석 15,000원",해당정보 없음,,해당정보 없음,(재)구리문화재단(구리아트홀)(주최·주관),해당정보 없음,2021.02.19
PF171752,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171752,브라더스 까라마조프,뮤지컬,뮤지컬,True,2021.03.13(토) ~ 2021.06.13(일),예스24 스테이지(구. DCF대명문화공장) 1관,"화요일(20:00) / 토요일(15:00,19:00) / 일요일(14:00,18:00) / 수요일(16:00,20:00) / 목요일 ~ 금요일(20:00)",만 13세 이상,"R석 66,000원 / S석 44,000원","도창선, 김주호, 심재현, 조풍래, 양승리, 이형훈, 김재범 등",,해당정보 없음,해당정보 없음,(주)오차드씨앤씨(기획·제작),2021.07.13
PF171753,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171753,맨오브라만차 [대전],뮤지컬,뮤지컬,True,2021.03.10(수) ~ 2021.03.14(일),대전예술의전당 아트홀,"수요일 ~ 금요일(19:30) / 토요일 ~ 일요일(14:00,19:00)",만 13세 이상,"VIP석 (수,목) 140,000원 / R석 (수,목) 120,000원 / S석 (수,목) 90,000원 / A석 (수,목) 60,000원 / VIP석 (금,토,일) 150,000원 / R석 (금,토,일) 130,000원 / S석 (금,토,일) 100,000원 / S석 (금,토,일) 70,000원","류정한, 조승우, 윤공주, 김지현, 최수진, 이훈진, 정원영 등",,"신춘수, 김문정, 안정하 등",(주)밝은누리(주관) / TJB 대전방송(주최) / 정밀기획(주관),(주)오디컴퍼니(ODCOMPANY)(제작),2023.07.10
PF171762,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171762,아기돼지삼형제: 우주탐사편 [부천],뮤지컬,뮤지컬,True,2021.02.27(토) ~ 2021.03.07(일),뉴코아소극장 [부천],"토요일 ~ 일요일(12:00,14:00)",전체 관람가,"전석 18,000원",해당정보 없음,,해당정보 없음,키즈플러스(주최),해당정보 없음,2021.02.22
PF171764,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171764,렛잇고2 [남양주],뮤지컬,뮤지컬,True,2021.04.03(토) ~ 2021.04.04(일),다산아트홀,"토요일(11:00,14:00,16:00) / 일요일(11:00,13:30,15:30)",24개월 이상,"R석 44,000원 / S석 33,000원","김다솔, 서가영, 심시원, 홍관홍, 김민정, 고승미, 구윤희 등",,"이광열, 김효석, 조재은 등",극단 예일(주최·주관),해당정보 없음,2021.08.12
PF171776,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171776,시카고,뮤지컬,뮤지컬,True,2021.04.02(금) ~ 2021.07.18(일),디큐브링크아트센터 디큐브씨어터,"화요일 ~ 금요일(19:30) / 토요일 ~ 일요일(14:00,18:30)",만 13세 이상,"VIP석 140,000원 / 시카고석 130,000원 / R석 120,000원 / S석 90,000원 / A석 60,000원","최정원, 윤공주, 티파니 영, 아이비, 민경아, 최재림, 박건형 등",,"김태훈, 노지현, 오민영 등",(주)신시컴퍼니(주최) / SBS(주최),(주)신시컴퍼니(제작),2023.07.10
PF171786,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171786,베르나르다 알바 [부산],뮤지컬,뮤지컬,True,2021.03.19(금) ~ 2021.03.28(일),(재) 영화의전당 하늘연극장,"화요일 ~ 금요일(20:00) / 토요일 ~ 일요일(15:00,18:30) / 3.28.(일) 2회차 공연없음",만 13세 이상,"R석 70,000원 / S석 60,000원 / A석 40,000원","정영주, 이소정, 강애심, 황석정, 한지연, 이영미, 최유하 등",,"연태흠, 김성수, 이혜정 등",(재)영화의전당(주최) / (주)브이컴퍼니(주최),(재)영화의전당(제작) / (주)브이컴퍼니(제작),2023.07.05
PF171829,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171829,미드나잇: 액터뮤지션,뮤지컬,뮤지컬,True,2021.03.02(화) ~ 2021.06.06(일),티오엠씨어터(구. 문화공간필링) 1관,"화요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(14:00,18:00) / 공휴일(14:00,18:00)",만 13세 이상,"R석 66,000원 / S석 55,000원","김찬호,신성민,조환지,이석준,정동화,김지철,현석준 등",,"송민선, 한지안, 황희원 등",해당정보 없음,(주)모먼트메이커(제작) / 오디엔터테인먼트(제작),2021.05.11
PF171833,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171833,라푼젤 [당진],뮤지컬,뮤지컬,True,2021.04.10(토) ~ 2021.04.10(토),당진문예의전당 대공연장,"토요일(11:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,(주)극단희망(주관) / J엔터컴(주관) / 극단 바투(주최),해당정보 없음,2021.04.09
PF171839,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171839,겨울왕국: 겨울이야기 시즌2 [속초],뮤지컬,뮤지컬,True,2021.03.06(토) ~ 2021.03.06(토),속초문화예술회관 대공연장,"토요일(12:00,14:00,16:00)",24개월 이상,"전석 40,000원","권기중, 이영록, 이민식, 장문수, 차은영, 최아정, 김수린 등",,해당정보 없음,률엔터테인먼트(주관) / 아트컴퍼니(주최),해당정보 없음,2021.08.04
PF171842,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171842,역사 톡! 그날,뮤지컬,뮤지컬,True,2021.04.17(토) ~ 2021.04.18(일),국립중앙박물관 극장 용,토요일 ~ 일요일(15:00),만 7세 이상,"1층석 44,000원 / 2층석 33,000원","양준모, 김승용, 남궁혜인, 신은총, 윤지인, 장재웅, 정원철 등",,"장우성, 정태영, 원미솔 등",(재)국립박물관문화재단(주최·주관),해당정보 없음,2021.08.23
PF171851,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171851,옹알스 [군산],뮤지컬,뮤지컬,True,2021.03.20(토) ~ 2021.03.20(토),군산예술의전당 대공연장,"토요일(14:00,17:00)",만 7세 이상,"R석 20,000원 / S석 10,000원",해당정보 없음,,해당정보 없음,군산시청(주최) / 군산예술의전당(주관),해당정보 없음,2021.08.23
PF171872,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171872,블루레인,뮤지컬,뮤지컬,True,2021.03.16(화) ~ 2021.06.06(일),링크아트센터드림 드림 1관,"수요일 ~ 금요일(20:00) / 토요일(15:00,19:00) / 일요일(14:00) / 공휴일(14:00,18:00)",만 13세 이상,"R석 66,000원 / S석 44,000원 / R1석 66,000원 / S1석 44,000원","윤형렬, 양지원, 김산호, 임강성, 임정모, 최민철, 박시원 등",,"최수명, 추정화, 허수현 등",해당정보 없음,씨워너원 (C101)(기획·제작),2021.07.21
PF171874,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171874,만담콘서트: 칙칙폭폭 민요유람,뮤지컬,뮤지컬,True,2021.03.13(토) ~ 2021.03.13(토),서울남산국악당 크라운해태홀,토요일(17:00),만 7세 이상,"전석 25,000원",해당정보 없음,,"채지혜, 서의철, 장연웅 등",거꾸로프로젝트(주관) / 서울남산국악당(주관) / 서울특별시(주최),해당정보 없음,2021.02.25
PF171875,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171875,지붕위의 바이올린,뮤지컬,뮤지컬,True,2021.04.28(수) ~ 2021.05.16(일),세종문화회관 세종대극장,"화요일 ~ 목요일(19:30) / 금요일(15:00) / 토요일(15:00,19:30) / 일요일(15:00)",만 7세 이상,"VIP석 100,000원 / R석 80,000원 / S석 60,000원 / A석 40,000원 / B석 20,000원","박성훈, 양준모, 권명현, 이혜란, 정은영, 서유진, 김범준 등",,"한진섭, 박천휘, 정태영 등",(재)세종문화회관(주최) / (주)신스웨이브(주관) / 서울시뮤지컬단(주관),해당정보 없음,2023.07.10
PF171876,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171876,그레이트 코멧,뮤지컬,뮤지컬,True,2021.03.20(토) ~ 2021.05.30(일),유니버설아트센터,"화요일(19:30) / 수요일(15:00,19:30) / 목요일 ~ 금요일(19:30) / 토요일 ~ 일요일(14:00,18:30) / * 3월 20일(토) 오후 6시 30분 / * 3월 21일(일) 오후 3시, 7시 30분",만 7세 이상,"코멧석 140,000원 / VIP석 140,000원 / R석 120,000원 / S석 80,000원 / A석 60,000원 / B석 50,000원","홍광호, 정은지, 이해나, 이충주, 박강현, 고은성, 홍륜희 등",,"김영욱, 이성훈, 임양혁 등",SBS(주최),(주)쇼노트(기획·제작),2023.07.10
PF171928,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171928,더퀸: 선덕여왕의 귀환 [부산],뮤지컬,뮤지컬,True,2021.05.05(수) ~ 2021.05.05(수),부산문화회관 중극장,"수요일(11:00,14:00,16:00)",24개월 이상,"전석 40,000원",해당정보 없음,,허종원 등,(주)플레이더부산(주최) / 극단 파아란(주관),해당정보 없음,2021.08.09
PF171935,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171935,백설공주 [해운대],뮤지컬,뮤지컬,True,2021.05.05(수) ~ 2021.05.05(수),해운대문화회관 해운홀,"수요일(11:00,14:00,16:00)",전체 관람가,"전석 35,000원","조하경, 이나라, 서대섭, 서경혁",,해당정보 없음,에이치엠컴퍼니(주최·주관),해당정보 없음,2021.03.15
PF171941,https://kopis.or.kr/por/db/pblprfr/pblprfrView.do?menuId=MNU_00020&mt20Id=PF171941,백설공주 [정읍],뮤지컬,뮤지컬,True,2021.03.14(일) ~ 2021.03.14(일),정읍사예술회관,"일요일(12:00,14:00,16:00)",24개월 이상,"전석 30,000원",해당정보 없음,,해당정보 없음,극단 국민(주최) / 극단 해미소(주관),해당정보 없음,2021.03.09
